Airline,month,day ,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Dgree,Duration(Minutes),day_number,Price_USD
Multiple carriers,5,18,Delhi,Cochin,04:55,12:35,1.0,Business,460,5,102.0919540229885
Multiple carriers,5,9,Delhi,Cochin,08:00,19:00,1.0,Business,660,3,117.20689655172414
IndiGo,5,12,Kolkata,Banglore,20:20,22:55,0.0,Economy,155,6,55.2183908045977
IndiGo,3,3,Delhi,Cochin,07:30,13:20,1.0,Business,350,6,156.64367816091954
Vistara,5,27,Delhi,Cochin,14:40,17:50,0.0,Economy,190,0,71.44827586206897
Air India,5,21,Delhi,Cochin,05:15,06:50,1.0,Business,1535,1,85.97701149425288
Air India,6,12,Kolkata,Banglore,10:00,16:15,1.0,Business,375,2,137.19540229885058
SpiceJet,3,18,Chennai,Kolkata,08:20,10:35,0.0,Economy,135,0,44.35632183908046
Jet Airways,5,12,Kolkata,Banglore,20:00,10:05,1.0,Business,845,6,98.6896551724138
Vistara,3,1,Banglore,New Delhi,21:10,00:05,0.0,First Class,175,4,249.77011494252875
IndiGo,6,1,Delhi,Cochin,17:10,01:30,1.0,Economy,500,5,76.183908045977
Air India,5,1,Kolkata,Banglore,12:00,07:55,2.0,Business,1195,2,116.67816091954025
Jet Airways,5,21,Kolkata,Banglore,17:00,14:25,1.0,Business,1285,1,131.80459770114942
IndiGo,6,15,Delhi,Cochin,05:10,10:05,1.0,Business,295,5,80.57471264367815
Jet Airways,4,3,Banglore,Delhi,17:45,20:45,0.0,Business,180,2,83.0919540229885
IndiGo,3,9,Banglore,New Delhi,13:10,16:10,0.0,Business,180,5,92.33333333333331
Jet Airways,5,18,Banglore,Delhi,11:10,14:05,0.0,Business,175,5,83.0919540229885
IndiGo,6,9,Kolkata,Banglore,21:00,02:15,1.0,Business,315,6,79.4367816091954
Jet Airways,6,27,Delhi,Cochin,20:00,19:00,2.0,Business,1380,3,164.367816091954
Air India,6,9,Kolkata,Banglore,07:00,01:20,2.0,Business,1100,6,149.80459770114942
IndiGo,5,24,Banglore,Delhi,04:00,06:50,0.0,Economy,170,4,45.32183908045977
SpiceJet,3,9,Banglore,New Delhi,09:35,12:30,0.0,Economy,175,5,71.32183908045977
IndiGo,3,6,Delhi,Cochin,11:30,21:00,1.0,Business,570,2,170.93103448275863
Jet Airways,5,18,Mumbai,Hyderabad,02:55,04:20,0.0,Business,85,5,65.26436781609195
Multiple carriers,6,1,Delhi,Cochin,11:30,19:15,1.0,Business,465,5,185.1494252873563
Jet Airways,3,6,Banglore,New Delhi,20:35,09:30,1.0,Business,775,2,198.4022988505747
SpiceJet,5,12,Banglore,Delhi,05:55,08:35,0.0,Economy,160,6,38.05747126436781
IndiGo,4,12,Kolkata,Banglore,11:30,14:05,0.0,Economy,155,4,47.97701149425287
IndiGo,6,9,Banglore,Delhi,16:55,19:45,0.0,Economy,170,6,55.4367816091954
Air India,3,9,Banglore,New Delhi,22:00,13:20,1.0,Business,920,5,96.83908045977012
Jet Airways,5,15,Banglore,Delhi,11:10,14:05,0.0,Business,175,2,83.0919540229885
GoAir,6,9,Delhi,Cochin,10:35,19:35,1.0,Economy,540,6,60.70114942528736
Jet Airways,3,9,Delhi,Cochin,08:00,04:25,1.0,Business,1225,5,201.71264367816093
Multiple carriers,6,3,Delhi,Cochin,08:00,21:00,1.0,Business,780,0,158.58620689655172
IndiGo,4,12,Banglore,Delhi,08:30,11:20,0.0,Economy,170,4,55.4367816091954
Air India,6,3,Delhi,Cochin,17:40,09:35,1.0,Business,955,0,83.42528735632185
Multiple carriers,3,3,Delhi,Cochin,12:50,01:35,1.0,Business,765,6,209.1034482758621
Air India,5,1,Kolkata,Banglore,10:00,05:25,2.0,Business,1165,2,159.75862068965515
Jet Airways,5,9,Kolkata,Banglore,14:05,20:45,1.0,Business,400,3,124.64367816091954
Jet Airways,5,12,Kolkata,Banglore,09:35,09:45,1.0,Business,1450,6,162.6551724137931
Multiple carriers,3,6,Delhi,Cochin,15:15,01:35,1.0,Business,620,2,174.10344827586206
GoAir,6,15,Banglore,Delhi,07:45,10:40,0.0,Economy,175,5,44.80459770114943
IndiGo,5,15,Delhi,Cochin,05:05,16:10,1.0,Economy,665,2,78.36781609195403
Jet Airways,5,15,Kolkata,Banglore,16:30,12:00,1.0,Business,1170,2,169.89655172413794
Air Asia,5,21,Kolkata,Banglore,15:10,23:30,2.0,Economy,500,1,59.67816091954023
Jet Airways,6,27,Delhi,Cochin,05:30,12:35,2.0,Business,425,3,165.98850574712642
Jet Airways,5,24,Kolkata,Banglore,20:25,21:05,1.0,Business,1480,4,162.6551724137931
IndiGo,5,18,Kolkata,Banglore,19:35,23:15,1.0,Economy,220,5,48.57471264367816
Air India,5,27,Delhi,Cochin,20:15,19:15,2.0,Business,1380,0,153.80459770114942
Multiple carriers,6,15,Delhi,Cochin,04:55,19:00,1.0,Business,845,5,122.73563218390804
Jet Airways,3,27,Delhi,Cochin,11:30,18:50,1.0,Business,440,2,140.71264367816093
Jet Airways,6,21,Mumbai,Hyderabad,02:55,04:20,0.0,Economy,85,4,57.41379310344828
Jet Airways,6,1,Delhi,Cochin,20:55,04:25,1.0,Business,450,5,117.95402298850574
SpiceJet,4,15,Kolkata,Banglore,22:20,00:40,0.0,Economy,140,0,44.14942528735632
Jet Airways,5,9,Kolkata,Banglore,20:00,12:00,1.0,Business,960,3,111.06896551724138
IndiGo,4,18,Kolkata,Banglore,11:30,14:05,0.0,Economy,155,3,60.04597701149425
Multiple carriers,5,18,Delhi,Cochin,07:05,19:15,1.0,Business,730,5,167.04597701149424
SpiceJet,5,24,Mumbai,Hyderabad,22:45,00:15,0.0,Economy,90,4,23.183908045977013
Jet Airways,6,12,Banglore,Delhi,18:55,22:00,0.0,Economy,185,2,66.3103448275862
Multiple carriers,3,21,Delhi,Cochin,10:45,18:50,1.0,Business,485,3,133.58620689655172
IndiGo,4,3,Banglore,Delhi,18:55,21:50,0.0,Economy,175,2,55.4367816091954
Jet Airways,3,21,Banglore,New Delhi,14:05,11:25,1.0,Business,1280,3,90.02298850574712
Multiple carriers,6,24,Delhi,Cochin,07:30,19:15,1.0,Business,705,0,103.45977011494251
IndiGo,6,27,Mumbai,Hyderabad,12:00,13:30,0.0,Economy,90,3,31.655172413793103
Jet Airways,5,24,Banglore,Delhi,07:10,10:10,0.0,Business,180,4,83.0919540229885
IndiGo,3,9,Delhi,Cochin,21:05,01:45,1.0,Economy,280,5,79.73563218390805
Air India,6,6,Kolkata,Banglore,10:00,01:20,2.0,Business,920,3,149.80459770114942
SpiceJet,5,3,Banglore,Delhi,05:55,08:35,0.0,Economy,160,4,41.66666666666666
Jet Airways,6,27,Delhi,Cochin,21:25,19:00,2.0,Business,1295,3,152.7816091954023
Air India,3,12,Banglore,New Delhi,08:50,10:15,2.0,Business,1525,1,146.8735632183908
SpiceJet,6,1,Kolkata,Banglore,14:55,17:25,0.0,Economy,150,5,44.14942528735632
IndiGo,3,18,Mumbai,Hyderabad,21:20,22:45,0.0,Economy,85,0,25.597701149425287
SpiceJet,5,9,Kolkata,Banglore,08:35,17:15,1.0,Economy,520,3,70.93103448275862
Air India,5,12,Kolkata,Banglore,12:00,07:55,2.0,Business,1195,6,122.71264367816092
Jet Airways,6,24,Delhi,Cochin,19:30,12:35,2.0,Business,1025,0,149.58620689655172
IndiGo,3,18,Mumbai,Hyderabad,02:30,04:00,0.0,Economy,90,0,31.655172413793103
Air India,3,27,Delhi,Cochin,17:15,07:40,2.0,Business,865,2,96.17241379310344
Jet Airways,4,3,Delhi,Cochin,02:15,04:25,1.0,Economy,1570,2,59.50574712643678
SpiceJet,4,18,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,3,47.97701149425287
Multiple carriers,5,15,Delhi,Cochin,08:45,19:00,1.0,Business,615,2,112.57471264367815
Multiple carriers,5,27,Delhi,Cochin,09:45,16:10,1.0,Business,385,0,120.52873563218392
Multiple carriers,5,21,Delhi,Cochin,08:00,19:15,1.0,Business,675,1,173.08045977011494
IndiGo,4,27,Kolkata,Banglore,22:15,00:50,0.0,Economy,155,5,55.2183908045977
Jet Airways,3,6,Delhi,Cochin,16:00,19:45,1.0,Business,1665,2,195.67816091954023
GoAir,5,12,Kolkata,Banglore,16:40,00:15,1.0,Business,455,6,101.7816091954023
Air India,6,9,Delhi,Cochin,21:00,07:40,1.0,Business,640,6,96.22988505747126
Jet Airways,6,24,Mumbai,Hyderabad,02:55,04:20,0.0,Economy,85,0,46.55172413793103
Jet Airways,5,12,Banglore,Delhi,11:10,14:05,0.0,Business,175,6,83.0919540229885
SpiceJet,3,18,Mumbai,Hyderabad,05:45,07:05,0.0,Economy,80,0,27.41379310344828
GoAir,6,24,Banglore,Delhi,11:40,14:30,0.0,Economy,170,0,44.80459770114943
IndiGo,3,3,Banglore,New Delhi,01:30,04:15,0.0,Business,165,6,78.85057471264368
SpiceJet,5,27,Delhi,Cochin,06:05,11:20,1.0,Economy,315,0,77.57471264367815
Air India,5,21,Kolkata,Banglore,14:30,23:15,2.0,Business,525,1,173.64367816091954
Jet Airways,6,15,Delhi,Cochin,09:40,04:25,2.0,Business,1125,5,119.17241379310344
Jet Airways,3,21,Banglore,New Delhi,07:00,21:20,1.0,Business,860,3,90.02298850574712
SpiceJet,5,27,Mumbai,Hyderabad,13:15,14:45,0.0,Economy,90,0,27.41379310344828
IndiGo,6,24,Kolkata,Banglore,14:25,16:55,0.0,Economy,150,0,55.2183908045977
Air India,3,21,Delhi,Cochin,16:40,19:15,2.0,Business,1595,3,94.66666666666669
IndiGo,3,27,Delhi,Cochin,11:30,21:00,1.0,Economy,570,2,73.74712643678161
Jet Airways,6,9,Delhi,Cochin,11:30,19:00,1.0,Business,450,6,117.95402298850574
Jet Airways,6,9,Delhi,Cochin,22:50,19:00,1.0,Business,1210,6,169.1264367816092
SpiceJet,4,1,Kolkata,Banglore,15:55,21:25,1.0,Business,330,0,87.88505747126437
Air India,6,1,Delhi,Cochin,20:40,09:25,1.0,Business,765,5,85.97701149425288
Vistara,5,27,Chennai,Kolkata,17:45,20:05,0.0,Business,140,0,137.72413793103448
Multiple carriers,5,18,Delhi,Cochin,10:35,19:15,1.0,Business,520,5,95.5057471264368
Jet Airways,6,9,Delhi,Cochin,05:30,12:35,2.0,Business,425,6,153.3793103448276
Air India,4,1,Kolkata,Banglore,19:00,09:50,1.0,Economy,890,0,48.58620689655172
Air India,3,21,Delhi,Cochin,12:00,07:40,2.0,Business,1180,3,111.5632183908046
SpiceJet,5,6,Mumbai,Hyderabad,13:15,14:45,0.0,Economy,90,0,23.183908045977013
IndiGo,6,12,Delhi,Cochin,08:35,22:30,1.0,Economy,835,2,74.04597701149426
Jet Airways,6,15,Banglore,Delhi,18:55,22:00,0.0,Business,185,5,92.13793103448276
IndiGo,4,1,Delhi,Cochin,06:50,12:10,1.0,Economy,320,0,60.89655172413793
Vistara,5,21,Banglore,Delhi,17:00,19:35,0.0,Economy,155,1,56.06896551724138
Jet Airways,6,24,Delhi,Cochin,14:00,04:25,1.0,Business,865,0,117.95402298850574
IndiGo,5,12,Kolkata,Banglore,04:50,09:50,1.0,Economy,300,6,48.0
IndiGo,6,15,Delhi,Cochin,11:25,01:30,1.0,Economy,845,5,67.62068965517241
Multiple carriers,6,6,Delhi,Cochin,10:00,19:00,1.0,Business,540,3,146.17241379310346
IndiGo,5,12,Chennai,Kolkata,07:55,10:15,0.0,Economy,140,6,44.2528735632184
IndiGo,5,27,Chennai,Kolkata,19:35,21:55,0.0,Economy,140,0,41.3448275862069
SpiceJet,5,9,Mumbai,Hyderabad,13:15,14:45,0.0,Economy,90,3,25.0
Air Asia,4,12,Banglore,Delhi,23:55,02:45,0.0,Business,170,4,81.37931034482759
Jet Airways,4,1,Kolkata,Banglore,21:10,08:15,1.0,Business,665,0,101.71264367816092
Jet Airways,6,12,Kolkata,Banglore,08:25,19:50,1.0,Business,685,2,113.7816091954023
Vistara,6,15,Banglore,Delhi,07:00,09:40,0.0,Economy,160,5,56.06896551724138
Multiple carriers,5,9,Delhi,Cochin,07:30,19:15,1.0,Business,705,3,89.50574712643679
SpiceJet,5,3,Chennai,Kolkata,17:45,20:05,0.0,Economy,140,4,41.3448275862069
GoAir,4,1,Delhi,Cochin,10:35,19:35,1.0,Economy,540,0,60.70114942528736
Vistara,5,15,Kolkata,Banglore,20:20,18:50,1.0,Business,1350,2,107.41379310344828
IndiGo,6,24,Delhi,Cochin,11:55,22:30,1.0,Economy,635,0,74.04597701149426
IndiGo,6,6,Delhi,Cochin,09:15,21:00,1.0,Economy,705,3,78.59770114942529
SpiceJet,6,3,Chennai,Kolkata,17:45,20:05,0.0,Economy,140,0,41.3448275862069
SpiceJet,3,21,Mumbai,Hyderabad,05:45,07:05,0.0,Economy,80,3,36.47126436781609
Multiple carriers,6,3,Delhi,Cochin,18:15,01:30,1.0,Business,435,0,153.75862068965515
Jet Airways,5,9,Kolkata,Banglore,20:25,18:00,1.0,Business,1295,3,107.05747126436782
Multiple carriers,3,9,Delhi,Cochin,13:15,22:20,1.0,Business,545,5,113.28735632183908
Air India,5,21,Delhi,Cochin,08:00,19:15,1.0,Business,675,1,96.22988505747126
Jet Airways,4,1,Kolkata,Banglore,18:55,18:15,1.0,Business,1400,0,81.19540229885058
IndiGo,5,1,Kolkata,Banglore,22:15,00:50,0.0,Economy,155,2,55.2183908045977
Jet Airways,5,27,Delhi,Cochin,05:30,19:00,2.0,Business,810,0,149.75862068965515
IndiGo,5,24,Delhi,Cochin,14:20,22:30,1.0,Business,490,4,87.816091954023
Jet Airways,3,1,Banglore,New Delhi,08:00,15:15,1.0,First Class,435,4,255.97701149425288
Air India,4,1,Banglore,Delhi,21:05,23:55,0.0,Economy,170,0,51.04597701149425
Jet Airways,5,27,Delhi,Cochin,09:00,04:25,1.0,Business,1165,0,148.2528735632184
Jet Airways,4,1,Kolkata,Banglore,18:55,16:20,1.0,Business,1285,0,81.19540229885058
Jet Airways,6,9,Kolkata,Banglore,08:25,20:45,1.0,Business,740,6,124.64367816091954
SpiceJet,6,9,Kolkata,Banglore,09:00,11:25,0.0,Economy,145,6,47.97701149425287
Jet Airways,6,12,Kolkata,Banglore,16:30,20:45,1.0,Business,1695,2,98.03448275862068
IndiGo,5,21,Banglore,Delhi,22:10,01:00,0.0,Economy,170,1,41.66666666666666
IndiGo,5,21,Banglore,Delhi,00:30,03:25,0.0,Economy,175,1,39.298850574712645
IndiGo,5,24,Chennai,Kolkata,05:15,07:40,0.0,Economy,145,4,44.2528735632184
Air India,5,24,Kolkata,Banglore,16:50,13:45,2.0,Business,1255,4,147.1494252873563
SpiceJet,3,6,Delhi,Cochin,15:55,21:55,1.0,Business,360,2,112.04597701149426
IndiGo,6,3,Delhi,Cochin,17:10,01:30,1.0,Economy,500,0,70.16091954022988
IndiGo,6,21,Banglore,Delhi,21:15,00:15,0.0,Economy,180,4,45.32183908045977
IndiGo,6,3,Delhi,Cochin,06:50,16:10,1.0,Business,560,0,86.36781609195403
Jet Airways,3,6,Banglore,New Delhi,19:55,22:35,0.0,First Class,160,2,210.4367816091954
Air India,3,6,Mumbai,Hyderabad,21:10,16:55,2.0,First Class,255,2,199.16091954022988
Air India,3,27,Delhi,Cochin,13:05,07:40,2.0,Business,1115,2,102.20689655172414
Multiple carriers,5,27,Delhi,Cochin,10:20,19:00,1.0,Business,520,0,112.57471264367815
IndiGo,4,1,Banglore,Delhi,00:30,03:25,0.0,Economy,175,0,50.83908045977012
Jet Airways,5,24,Kolkata,Banglore,20:00,20:45,1.0,Business,1485,4,124.64367816091954
Jet Airways,5,9,Delhi,Cochin,18:15,19:00,1.0,Business,1485,3,178.7816091954023
Vistara,5,1,Chennai,Kolkata,17:45,20:05,0.0,Business,140,2,137.72413793103448
IndiGo,6,3,Mumbai,Hyderabad,06:25,07:55,0.0,Economy,90,0,46.54022988505747
IndiGo,3,24,Kolkata,Banglore,14:20,16:55,0.0,Economy,155,6,64.57471264367815
Air India,6,27,Delhi,Cochin,20:15,19:15,2.0,Business,1380,3,156.2183908045977
Multiple carriers,5,27,Delhi,Cochin,10:00,01:30,1.0,Business,930,0,109.28735632183908
SpiceJet,6,18,Chennai,Kolkata,09:45,12:00,0.0,Economy,135,1,40.72413793103448
Jet Airways,4,18,Banglore,Delhi,18:55,22:00,0.0,Business,185,3,83.0919540229885
Vistara,6,18,Banglore,Delhi,11:30,14:20,0.0,Economy,170,1,53.6551724137931
Jet Airways,5,21,Kolkata,Banglore,14:05,10:05,1.0,Business,1200,1,165.3793103448276
Jet Airways,5,15,Kolkata,Banglore,18:55,12:00,1.0,Business,1025,2,124.64367816091954
Air India,6,9,Delhi,Cochin,20:40,09:25,1.0,Business,765,6,88.39080459770115
Jet Airways,5,21,Kolkata,Banglore,09:35,09:45,1.0,Business,1450,1,150.19540229885058
SpiceJet,4,3,Mumbai,Hyderabad,05:45,07:15,0.0,Economy,90,2,22.58620689655172
Jet Airways,3,9,Delhi,Cochin,16:00,18:50,1.0,Business,1610,5,187.22988505747125
Air India,5,12,Kolkata,Banglore,20:30,08:55,1.0,Business,745,6,117.27586206896552
Jet Airways,5,6,Kolkata,Banglore,14:05,23:35,1.0,Business,570,0,174.1264367816092
Vistara,5,21,Kolkata,Banglore,17:00,23:25,1.0,Business,385,1,107.41379310344828
SpiceJet,5,18,Mumbai,Hyderabad,05:45,07:15,0.0,Economy,90,5,23.183908045977013
Vistara,5,15,Kolkata,Banglore,07:10,23:25,1.0,Business,975,2,107.41379310344828
Air India,5,6,Kolkata,Banglore,14:35,15:20,1.0,Business,1485,0,75.03448275862068
Multiple carriers,3,3,Delhi,Cochin,07:00,13:20,1.0,Business,380,6,179.3448275862069
Jet Airways,6,24,Delhi,Cochin,06:45,04:25,2.0,Business,1300,0,153.7471264367816
SpiceJet,6,27,Delhi,Cochin,06:05,11:20,1.0,Economy,315,3,64.17241379310344
Jet Airways,6,9,Delhi,Cochin,16:00,19:00,1.0,Business,1620,6,121.57471264367815
Air India,5,15,Delhi,Cochin,12:00,07:40,2.0,Business,1180,2,122.42528735632185
Jet Airways,6,12,Kolkata,Banglore,14:05,04:40,1.0,Business,875,2,87.28735632183908
Air Asia,5,1,Kolkata,Banglore,06:50,10:30,1.0,Business,220,2,78.816091954023
IndiGo,4,27,Banglore,Delhi,13:00,15:50,0.0,Economy,170,5,50.83908045977012
Jet Airways,6,12,Delhi,Cochin,05:30,12:35,2.0,Business,425,2,153.3793103448276
SpiceJet,4,27,Banglore,Delhi,21:10,00:05,0.0,Economy,175,5,45.64367816091954
Jet Airways,6,24,Delhi,Cochin,09:00,19:00,1.0,Business,600,0,211.16091954022988
Jet Airways,3,27,Delhi,Cochin,19:10,04:25,2.0,Economy,1995,2,76.35632183908046
Multiple carriers,3,6,Delhi,Cochin,11:30,19:15,1.0,Business,465,2,173.29885057471265
Air India,5,1,Banglore,Delhi,10:00,12:45,0.0,Economy,165,2,70.35632183908046
SpiceJet,3,3,Mumbai,Hyderabad,13:10,14:30,0.0,Business,80,6,66.14942528735632
Air India,4,9,Delhi,Cochin,20:40,09:25,1.0,Economy,765,1,51.57471264367816
SpiceJet,5,21,Delhi,Cochin,08:45,13:15,1.0,Economy,270,1,59.28735632183908
Jet Airways,5,1,Kolkata,Banglore,20:00,04:40,1.0,Business,520,2,98.6896551724138
Air India,6,1,Mumbai,Hyderabad,06:20,07:40,0.0,Economy,80,5,35.632183908045974
Jet Airways,5,9,Mumbai,Hyderabad,02:55,04:20,0.0,Economy,85,3,36.89655172413793
Jet Airways,5,9,Delhi,Cochin,19:15,12:35,1.0,Business,1040,3,142.2183908045977
Multiple carriers,3,3,Delhi,Cochin,06:40,18:50,1.0,Business,730,6,173.9655172413793
Jet Airways,6,27,Delhi,Cochin,05:30,19:00,2.0,Business,810,3,152.7816091954023
SpiceJet,6,6,Mumbai,Hyderabad,13:15,14:45,0.0,Economy,90,3,23.183908045977013
Jet Airways,6,12,Delhi,Cochin,14:35,12:35,2.0,Business,1320,2,125.5057471264368
Vistara,3,6,Mumbai,Hyderabad,21:55,22:55,1.0,Business,1500,2,142.4712643678161
SpiceJet,6,21,Chennai,Kolkata,09:45,12:00,0.0,Economy,135,4,40.72413793103448
Jet Airways,5,6,Mumbai,Hyderabad,19:35,21:05,0.0,Economy,90,0,25.60919540229885
Air India,3,21,Delhi,Cochin,19:45,19:15,2.0,Business,1410,3,94.66666666666669
Air Asia,6,3,Delhi,Cochin,16:45,06:35,1.0,Business,830,0,131.1494252873563
Jet Airways,5,21,Delhi,Cochin,23:05,12:35,2.0,Business,810,1,173.89655172413794
GoAir,6,24,Kolkata,Banglore,15:20,17:55,0.0,Economy,155,0,40.39080459770115
Jet Airways,6,6,Kolkata,Banglore,09:35,21:05,1.0,Business,690,3,154.816091954023
IndiGo,4,9,Banglore,Delhi,21:15,00:15,0.0,Economy,180,1,45.32183908045977
Vistara,3,3,Banglore,New Delhi,21:10,00:05,0.0,Business,175,6,87.44827586206897
Air India,5,27,Banglore,Delhi,10:00,12:45,0.0,Economy,165,0,80.01149425287356
Multiple carriers,6,1,Delhi,Cochin,09:15,19:00,1.0,Business,585,5,138.41379310344828
Jet Airways Business,3,1,Banglore,New Delhi,05:45,12:25,1.0,First Class,400,4,717.551724137931
Air India,3,9,Banglore,New Delhi,10:30,21:25,2.0,Business,655,5,110.183908045977
SpiceJet,6,1,Chennai,Kolkata,08:20,10:35,0.0,Economy,135,5,40.72413793103448
Jet Airways,6,9,Delhi,Cochin,09:25,12:35,2.0,Business,1630,6,159.5632183908046
Jet Airways,5,24,Kolkata,Banglore,10:20,17:35,1.0,Business,435,4,100.93103448275862
Air Asia,6,12,Kolkata,Banglore,15:10,23:30,2.0,Economy,500,2,59.67816091954023
IndiGo,3,27,Delhi,Cochin,06:40,22:20,1.0,Economy,940,2,74.04597701149426
Jet Airways,5,6,Delhi,Cochin,22:50,12:35,1.0,Business,825,0,178.7816091954023
Jet Airways,5,21,Kolkata,Banglore,18:55,16:20,1.0,Business,1285,1,124.64367816091954
IndiGo,4,3,Mumbai,Hyderabad,12:00,13:30,0.0,Economy,90,2,31.655172413793103
Multiple carriers,5,21,Delhi,Cochin,14:00,21:00,1.0,Business,420,1,161.68965517241378
GoAir,4,27,Delhi,Cochin,07:25,13:35,1.0,Economy,370,5,59.08045977011494
IndiGo,5,9,Delhi,Cochin,10:35,01:30,1.0,Business,895,3,95.7471264367816
Jet Airways,3,3,Mumbai,Hyderabad,19:35,21:05,0.0,Business,90,6,65.26436781609195
Jet Airways,3,12,Banglore,New Delhi,22:55,18:25,1.0,Business,1170,1,127.4367816091954
GoAir,3,1,Banglore,New Delhi,20:55,23:50,0.0,First Class,175,4,213.31034482758625
IndiGo,3,1,Mumbai,Hyderabad,02:30,04:00,0.0,First Class,90,4,183.90804597701148
SpiceJet,5,6,Banglore,Delhi,21:10,00:05,0.0,Economy,175,0,41.06896551724138
Multiple carriers,5,15,Delhi,Cochin,12:50,01:30,1.0,Business,760,2,88.16091954022988
Jet Airways,6,24,Delhi,Cochin,23:05,19:00,2.0,Business,1195,0,147.3448275862069
Vistara,5,15,Banglore,Delhi,17:00,19:35,0.0,Economy,155,2,56.06896551724138
Jet Airways,6,27,Delhi,Cochin,21:25,19:00,2.0,Business,1295,3,132.26436781609195
Air Asia,6,6,Delhi,Cochin,07:55,13:25,1.0,Business,330,3,100.67816091954025
Jet Airways,6,12,Delhi,Cochin,17:30,19:00,1.0,Business,1530,2,117.95402298850574
Air India,5,21,Delhi,Cochin,07:05,09:25,2.0,Business,1580,1,126.14942528735632
Jet Airways,6,6,Delhi,Cochin,19:15,04:25,1.0,Business,550,3,117.95402298850574
Multiple carriers,6,27,Delhi,Cochin,12:50,21:00,1.0,Economy,490,3,69.04597701149426
IndiGo,3,21,Chennai,Kolkata,11:35,14:00,0.0,Economy,145,3,44.3448275862069
IndiGo,6,27,Delhi,Cochin,14:20,22:30,1.0,Economy,490,3,73.70114942528735
Air India,4,21,Kolkata,Banglore,14:15,16:45,0.0,Economy,150,6,71.7816091954023
Air India,6,9,Delhi,Cochin,19:45,19:15,2.0,Business,1410,6,114.57471264367815
Multiple carriers,3,9,Delhi,Cochin,02:15,12:55,1.0,Business,640,5,209.8850574712644
IndiGo,3,3,Banglore,New Delhi,18:25,21:20,0.0,Business,175,6,101.7816091954023
Jet Airways,5,24,Kolkata,Banglore,08:25,18:15,1.0,Business,590,4,124.64367816091954
SpiceJet,5,27,Chennai,Kolkata,08:20,10:35,0.0,Economy,135,0,41.3448275862069
Jet Airways,5,6,Kolkata,Banglore,17:00,21:05,1.0,Business,1685,0,150.19540229885058
Jet Airways,3,12,Banglore,New Delhi,16:55,10:45,1.0,Business,1070,1,158.816091954023
Air India,3,12,Banglore,New Delhi,06:45,23:15,1.0,Business,990,1,133.35632183908046
Jet Airways,5,9,Kolkata,Banglore,16:30,18:15,1.0,Business,1545,3,160.24137931034485
Jet Airways,5,15,Kolkata,Banglore,20:25,19:10,1.0,Business,1365,2,162.6551724137931
IndiGo,5,15,Banglore,Delhi,04:00,06:50,0.0,Economy,170,2,45.32183908045977
Jet Airways,5,12,Kolkata,Banglore,06:30,18:15,1.0,Business,705,6,124.64367816091954
SpiceJet,6,18,Mumbai,Hyderabad,05:45,07:15,0.0,Economy,90,1,31.64367816091954
Jet Airways,6,12,Delhi,Cochin,02:15,19:00,1.0,Business,1005,2,169.1264367816092
Multiple carriers,5,18,Delhi,Cochin,07:05,16:10,1.0,Business,545,5,110.8735632183908
Jet Airways,5,9,Delhi,Cochin,07:05,12:35,1.0,Business,330,3,178.7816091954023
Air India,3,18,Banglore,New Delhi,10:30,17:45,2.0,Business,435,0,152.42528735632183
Jet Airways,3,18,Banglore,New Delhi,11:40,05:05,1.0,Business,1045,0,127.4367816091954
Jet Airways,6,15,Delhi,Cochin,05:30,19:00,2.0,Business,810,5,132.26436781609195
Multiple carriers,5,9,Delhi,Cochin,19:00,01:30,1.0,Business,390,3,108.32183908045975
GoAir,4,12,Banglore,Delhi,11:40,14:30,0.0,Economy,170,4,56.747126436781606
SpiceJet,6,6,Banglore,Delhi,21:10,00:05,0.0,Economy,175,3,37.4367816091954
IndiGo,5,6,Banglore,Delhi,08:30,11:20,0.0,Economy,170,0,55.4367816091954
IndiGo,5,12,Chennai,Kolkata,22:05,00:25,0.0,Economy,140,6,60.6551724137931
SpiceJet,4,9,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,1,44.51724137931034
Jet Airways,5,24,Kolkata,Banglore,16:30,04:40,1.0,Business,730,4,124.64367816091954
Multiple carriers,5,27,Delhi,Cochin,17:00,01:30,1.0,Business,510,0,82.73563218390805
Air India,5,15,Delhi,Cochin,05:10,08:00,0.0,Economy,170,2,70.04597701149426
IndiGo,5,3,Banglore,Delhi,06:05,08:50,0.0,Economy,165,4,45.32183908045977
IndiGo,5,15,Banglore,Delhi,21:15,00:15,0.0,Economy,180,2,45.32183908045977
Jet Airways,4,1,Kolkata,Banglore,20:00,12:00,1.0,Business,960,0,145.75862068965515
Vistara,4,15,Banglore,Delhi,17:00,19:35,0.0,Economy,155,0,64.51724137931035
SpiceJet,5,24,Kolkata,Banglore,09:00,11:25,0.0,Economy,145,4,44.51724137931034
Jet Airways,5,27,Delhi,Cochin,13:00,12:35,1.0,Business,1415,0,148.2528735632184
Jet Airways,5,9,Delhi,Cochin,05:30,04:25,2.0,Business,1375,3,173.89655172413794
SpiceJet,5,9,Chennai,Kolkata,08:20,10:35,0.0,Economy,135,3,44.95402298850575
IndiGo,6,12,Delhi,Cochin,21:05,00:20,0.0,Economy,195,2,69.13793103448276
Jet Airways,3,1,Banglore,New Delhi,16:55,23:00,1.0,First Class,365,4,630.183908045977
