Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Chennai,Delhi,Kolkata,Mumbai,Dest_Cochin,Dest_Delhi,Dest_Hyderabad,Dest_Kolkata,Dest_New Delhi,Medium,Short,month,day ,Total_Stops,Dgree,Duration(Minutes),day_number,Price_USD,Dep_Time_hour,Dep_Time_min,Arrival_Time_hour,Arrival_Time_min
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,24,1.0,0,540,2,70.03448275862068,7,10,16,10
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,27,0.0,0,90,3,31.655172413793103,19,5,20,35
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,1,0.0,0,95,5,25.597701149425287,20,5,21,40
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,1.0,1,705,0,169.89655172413794,6,30,18,15
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,0.0,0,175,2,44.80459770114943,7,45,10,40
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,24,1.0,1,930,4,108.01149425287356,7,10,22,40
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,12,1.0,1,1655,2,97.14942528735632,7,10,10,45
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,0.0,0,170,2,52.770114942528735,23,30,2,20
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,1.0,0,315,0,68.16091954022988,21,0,2,15
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,2.0,1,875,0,126.33333333333331,5,50,20,25
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,0.0,0,160,6,53.12643678160919,6,55,9,35
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,1.0,1,450,3,169.1264367816092,11,30,19,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,18,0.0,0,170,1,55.4367816091954,8,30,11,20
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,18,0.0,0,90,0,25.60919540229885,2,55,4,25
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,1.0,1,395,0,123.02298850574712,17,0,23,35
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,3,0.0,0,155,4,64.51724137931035,17,0,19,35
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,24,1.0,1,700,6,158.1494252873563,6,30,18,10
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,12,0.0,0,170,2,45.32183908045977,13,0,15,50
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,21,0.0,0,165,3,56.82758620689656,0,40,3,25
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6,24,1.0,1,300,0,117.95402298850574,14,0,19,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,1.0,1,435,3,97.45977011494251,11,35,18,50
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,3,1.0,1,515,0,86.36781609195403,7,35,16,10
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,6,0.0,0,180,0,79.70114942528735,14,10,17,10
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,12,1.0,1,1025,6,111.06896551724138,18,55,12,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,21,1.0,1,660,3,92.93103448275862,10,0,21,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,9,0.0,1,190,5,83.51724137931035,6,0,9,10
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6,3,1.0,0,320,0,74.63218390804597,17,5,22,25
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,27,1.0,1,540,3,169.1264367816092,10,0,19,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,21,1.0,1,390,1,86.03448275862068,19,0,1,30
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,1.0,1,925,3,117.95402298850574,13,0,4,25
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,21,0.0,0,165,3,56.06896551724138,9,50,12,35
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,12,1.0,1,390,2,82.73563218390805,19,0,1,30
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,1.0,1,965,2,198.4022988505747,16,55,9,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,12,1.0,1,735,2,149.93103448275863,20,0,8,15
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,27,1.0,1,1530,3,117.95402298850574,17,30,19,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,15,1.0,1,755,5,99.01149425287356,6,40,19,15
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,27,1.0,1,1665,2,138.29885057471265,16,0,19,45
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,18,1.0,1,375,0,141.19540229885058,7,0,13,15
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,27,0.0,0,175,0,39.298850574712645,7,45,10,40
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,21,1.0,0,370,3,75.03448275862068,16,10,22,20
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,24,0.0,0,160,6,62.10344827586207,7,0,9,40
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,27,1.0,1,450,0,111.86206896551724,11,30,19,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,15,1.0,0,320,0,66.2183908045977,6,50,12,10
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2.0,1,1345,3,138.0344827586207,7,0,5,25
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,18,1.0,1,1590,5,98.6896551724138,5,45,8,15
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,24,0.0,0,180,4,70.62068965517241,17,45,20,45
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,24,0.0,0,160,4,37.4367816091954,5,55,8,35
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,1.0,1,465,3,103.6896551724138,17,45,1,30
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,3,1.0,1,1505,0,117.95402298850574,11,30,12,35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,2.0,1,560,2,158.1264367816092,5,30,14,50
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,15,0.0,0,185,4,67.75862068965517,14,30,17,35
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,21,1.0,1,585,1,111.06896551724138,18,55,4,40
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,1.0,0,1535,3,75.71264367816092,5,15,6,50
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,6,0.0,0,160,0,38.05747126436781,5,55,8,35
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,18,1.0,0,315,5,72.37931034482759,6,5,11,20
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,12,1.0,1,1495,6,124.64367816091954,18,55,19,50
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,27,0.0,0,90,0,46.54022988505747,9,10,10,40
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,3,0.0,0,170,0,80.01149425287356,13,20,16,10
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,27,0.0,0,135,2,38.89655172413793,8,20,10,35
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,2.0,1,1615,3,149.75862068965515,9,40,12,35
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,6,0.0,0,135,0,44.35632183908046,8,20,10,35
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,12,2.0,1,1470,2,134.8505747126437,18,45,19,15
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,1.0,1,615,3,143.95402298850576,8,45,19,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,18,1.0,1,325,0,141.19540229885058,7,0,12,25
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,15,1.0,1,620,5,117.95402298850574,2,15,12,35
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,24,2.0,1,425,0,153.3793103448276,5,30,12,35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,18,0.0,1,180,3,83.0919540229885,17,45,20,45
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,12,2.0,1,1385,2,171.95402298850576,9,50,8,55
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,12,2.0,1,1490,2,153.80459770114942,6,50,7,40
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,6,1.0,1,765,2,174.10344827586206,12,50,1,35
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,1.0,1,1330,0,98.6896551724138,6,30,4,40
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,6,1.0,1,490,0,81.08045977011494,14,20,22,30
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,18,0.0,0,150,0,46.91954022988506,22,50,1,20
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,21,2.0,1,560,1,149.75862068965515,9,40,19,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1.0,1,365,0,81.19540229885058,16,30,22,35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,21,1.0,0,1475,3,56.81609195402299,8,15,8,50
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,3,0.0,1,180,4,83.0919540229885,7,10,10,10
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,12,1.0,1,675,6,97.1264367816092,9,50,21,5
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,2.0,1,505,3,176.06896551724137,20,0,4,25
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,0.0,0,160,4,55.2183908045977,21,25,0,5
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,1.0,1,1220,3,124.64367816091954,20,0,16,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,1,0.0,0,90,0,36.49425287356322,16,55,18,25
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,27,2.0,1,1820,3,145.35632183908046,12,55,19,15
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1.0,1,930,0,90.72413793103448,20,30,12,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,24,0.0,1,165,4,82.42528735632185,17,0,19,45
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,15,1.0,1,420,2,157.7816091954023,14,0,21,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6,27,0.0,0,185,3,59.7816091954023,18,5,21,10
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,15,1.0,1,455,2,103.45977011494251,11,40,19,15
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,15,0.0,0,170,2,45.32183908045977,13,0,15,50
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,1.0,1,835,3,121.2183908045977,7,5,21,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,18,1.0,1,1425,5,178.7816091954023,19,15,19,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,15,0.0,0,165,0,60.0919540229885,6,10,8,55
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,24,1.0,1,615,0,108.0919540229885,9,0,19,15
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,21,1.0,1,605,3,98.86206896551724,9,10,19,15
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,1.0,1,765,3,102.16091954022988,9,45,22,30
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,24,0.0,0,155,6,58.48275862068966,16,0,18,35
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,9,0.0,0,170,3,45.32183908045977,10,10,13,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,1.0,1,885,3,142.2183908045977,21,50,12,35
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,9,1.0,1,440,1,95.66666666666669,6,0,13,20
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,27,2.0,1,1390,3,176.31034482758622,13,25,12,35
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,5,6,0.0,1,140,0,137.72413793103448,17,45,20,5
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,12,1.0,1,330,6,101.65517241379312,15,55,21,25
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,1,1.0,1,825,5,117.95402298850574,22,50,12,35
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,6,0.0,0,140,3,41.3448275862069,13,15,15,35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,24,0.0,1,90,6,65.26436781609195,10,20,11,50
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,21,0.0,0,140,1,60.6551724137931,22,5,0,25
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,27,0.0,0,175,3,55.4367816091954,7,10,10,5
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,2.0,1,765,6,92.51724137931036,8,35,21,20
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,15,0.0,0,140,2,40.72413793103448,17,45,20,5
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,1.0,1,1485,3,117.95402298850574,18,15,19,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,1,3.0,1,2280,5,123.02298850574712,5,15,19,15
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6,12,1.0,0,295,2,74.66666666666667,5,10,10,5
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,21,1.0,1,705,1,124.64367816091954,6,30,18,15
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,27,1.0,1,705,2,138.29885057471265,7,5,18,50
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,4,18,0.0,0,190,3,77.48275862068965,6,0,9,10
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,9,0.0,0,170,3,45.32183908045977,4,0,6,50
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,24,0.0,0,155,4,44.14942528735632,6,55,9,30
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,1.0,1,395,6,175.72413793103448,19,0,1,35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,18,0.0,0,80,0,23.5632183908046,21,5,22,25
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3,24,0.0,0,135,6,55.6551724137931,7,5,9,20
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,21,2.0,0,1420,3,76.35632183908046,19,10,18,50
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,3,1.0,1,300,6,110.1264367816092,5,5,10,5
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,15,0.0,0,160,2,55.2183908045977,21,25,0,5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,21,1.0,1,1420,3,90.02298850574712,8,0,7,40
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,12,1.0,1,730,2,134.10344827586206,7,5,19,15
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,27,1.0,0,455,3,74.04597701149426,8,35,16,10
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,24,2.0,1,1760,4,173.89655172413794,23,5,4,25
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,0.0,0,175,2,52.22988505747127,11,10,14,5
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,15,1.0,1,800,2,111.06896551724138,20,0,9,20
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,3,1.0,1,745,0,169.1264367816092,16,0,4,25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,27,0.0,0,80,0,35.632183908045974,6,20,7,40
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,1.0,1,1695,0,111.06896551724138,16,30,20,45
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,21,1.0,0,320,3,66.2183908045977,6,40,12,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,9,0.0,0,80,3,35.632183908045974,21,5,22,25
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,12,1.0,1,425,2,156.6206896551724,16,30,23,35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,24,0.0,1,90,6,65.26436781609195,19,35,21,5
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,12,1.0,1,1400,2,98.03448275862068,18,55,18,15
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,9,0.0,0,170,3,59.7816091954023,5,10,8,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,21,1.0,1,690,1,162.6551724137931,9,35,21,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,3,0.0,0,165,4,51.52873563218391,11,10,13,55
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,6,0.0,0,155,5,47.97701149425287,22,15,0,50
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,18,2.0,1,425,5,178.66666666666666,5,30,12,35
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,27,0.0,0,195,0,64.37931034482759,21,5,0,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,0.0,0,165,2,39.298850574712645,1,30,4,15
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,27,1.0,0,870,5,74.14942528735632,7,55,22,25
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,12,2.0,1,1700,6,144.73563218390805,9,25,13,45
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,24,0.0,0,170,0,80.01149425287356,21,5,23,55
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,12,0.0,0,150,2,47.97701149425287,17,10,19,40
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,24,1.0,1,590,6,101.42528735632185,6,30,16,20
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,15,1.0,1,380,2,91.34482758620688,15,45,22,5
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,27,1.0,1,420,3,156.17241379310346,14,0,21,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,15,0.0,0,155,5,44.14942528735632,6,55,9,30
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,21,0.0,0,160,4,55.2183908045977,21,25,0,5
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,9,1.0,1,520,3,98.6896551724138,20,0,4,40
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0.0,0,160,4,54.91954022988506,20,25,23,5
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,1,2.0,1,625,5,210.05747126436785,15,5,1,30
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,1,0.0,0,145,5,40.689655172413794,5,15,7,40
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,27,1.0,0,835,3,74.04597701149426,8,35,22,30
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,27,0.0,0,155,3,47.64367816091954,20,45,23,20
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,9,0.0,0,150,6,64.8735632183908,14,25,16,55
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,0.0,0,150,4,60.04597701149425,14,25,16,55
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,21,1.0,0,1520,3,68.54022988505747,17,30,18,50
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,27,1.0,1,780,0,129.4712643678161,6,0,19,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,27,1.0,1,310,2,117.10344827586206,14,10,19,20
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,18,1.0,1,800,5,124.64367816091954,20,0,9,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,15,1.0,1,295,4,82.36781609195403,13,40,18,35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,1.0,1,635,1,158.816091954023,22,55,9,30
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,1.0,1,1100,3,142.2183908045977,18,15,12,35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1.0,2,965,4,295.8045977011494,16,55,9,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,18,1.0,1,450,0,170.28735632183907,11,40,19,10
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,12,1.0,1,1505,2,117.95402298850574,11,30,12,35
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,15,1.0,1,660,5,117.95402298850574,8,0,19,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,9,1.0,1,875,6,85.83908045977012,17,40,8,15
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,9,0.0,1,85,3,92.41379310344828,7,5,8,30
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,24,2.0,1,1195,0,147.3448275862069,23,5,19,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,6,0.0,1,145,2,83.85057471264368,14,40,17,5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,27,0.0,1,175,0,83.0919540229885,15,15,18,10
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6,15,1.0,0,340,5,78.77011494252874,16,45,22,25
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,24,1.0,1,730,4,111.06896551724138,21,10,9,20
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1.0,1,705,0,81.19540229885058,6,30,18,15
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,1.0,1,615,3,96.22988505747126,9,0,19,15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,3,0.0,0,90,0,22.58620689655172,13,15,14,45
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,24,1.0,1,695,6,194.6206896551724,7,10,18,45
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,18,0.0,0,140,1,44.14942528735632,22,20,0,40
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,12,2.0,1,440,2,181.7471264367816,11,40,19,0
